428.947632, 339.236755, 341.473145, -297.305664
429.311981, -153.255707, 94.140678, 196.096741
452.599976, -162.390274, 13.260507, -314.052551
457.434174, 98.783485, 13.362609, -404.700989
329.639374, 72.007507, -307.138580, 88.290855
439.988983, -157.590149, 265.814636, -52.523415
272.064209, -45.269962, -200.940140, -136.201294
300.038849, -279.810577, -106.545509, -35.631432
506.029266, -277.934235, 111.369362, 36.830643
376.988342, -62.083652, -134.490707, 245.048233
320.663483, -299.636566, 255.795044, -284.695923
349.337524, 143.409424, -325.639343, 160.713654
323.117767, -177.801910, -114.513260, -224.138840
353.744263, -262.045563, 10.004690, 25.750378
336.903534, 73.489037, -313.804169, 25.585997
415.864441, -148.482727, 330.460327, 269.263611
392.625916, 160.633545, 86.159744, 29.193233
388.627991, -288.138794, 11.236116, -120.818306
413.392059, 168.779572, -146.722488, -286.081055
317.035645, 68.748428, -294.953369, -219.257782
338.692535, -120.939819, -55.584286, 89.961014
421.809784, 334.729126, -231.360901, 113.097733
326.848999, -54.070095, -241.681488, 24.517891
377.422211, -207.058563, 82.803436, 172.277451
464.520233, -77.229134, -164.969116, -143.683395
293.278534, -273.961884, 65.045288, -260.135254
308.927917, -169.790085, -109.655647, -95.756905
391.461578, -64.600563, 85.651123, 254.029480
322.350616, -300.251129, 8.808294, 208.901718
485.989319, 384.606598, -79.257072, -429.362305
395.511169, 9.794353, 87.279396, -198.428528
322.209534, -52.875019, -300.476593, 271.618439
567.379395, 15.016867, 15.417515, 259.714050
443.563995, -158.787674, 352.962799, 31.969978
351.115509, -58.055241, -326.979614, 26.443502
342.470367, 271.027740, -55.851486, -302.566406
371.954224, -275.647552, -346.102539, -115.102013
498.812347, 108.951385, -177.889664, 228.828094
336.801208, -249.726089, -248.680542, -168.942627
345.757996, -123.290314, -189.525299, 158.412109
603.284912, 478.561035, -99.470406, 161.355026
398.619934, 9.754547, -141.282059, -352.590790
440.435150, -158.172165, 13.023666, -390.098450
385.119751, -285.323486, -210.678543, -45.494617
466.056305, -255.991806, 370.755035, 122.830139
312.336670, -52.198704, 9.116475, -216.622894
433.918854, 177.527283, 95.221252, 32.263523
473.090576, 284.181091, -168.237701, -145.730881
307.059906, 243.231171, -226.871536, -212.137405
382.279968, -62.999992, -282.910278, 175.390961
353.876099, 144.392838, 145.897980, -177.419327
507.218140, -473.063965, 306.431793, 36.246723
439.321991, 179.922729, -156.438797, 33.095505
703.788391, 558.426514, 423.239746, 592.219788
303.944794, -50.896652, 8.954081, -269.106262
359.311859, -335.256012, 10.418311, -111.822723
384.346252, 231.117645, 10.416258, 102.550705
460.211975, 276.299835, -163.526169, -230.048874
399.760712, -142.583084, 87.514656, 259.292664
473.932281, -77.904503, -169.246918, 399.009949
474.759949, 103.493042, -78.077217, 126.545738
367.025238, -131.251114, 80.736572, 26.830290
342.663666, -122.731384, 207.016663, -40.905296
450.232178, 11.088455, 185.757431, -226.017120
493.828918, -81.997055, 392.715118, 130.459473
338.006012, -56.438095, -314.323639, -298.841705
415.153259, 248.926346, 250.763245, -208.136917
401.713715, -143.242935, -220.197235, 184.048569
577.208191, 347.693756, -95.701111, 486.432281
424.208435, -233.314087, 175.049484, -132.003067
511.753540, 209.756638, 209.942245, 332.360016
471.064575, 102.801086, -258.197174, 125.871399
441.640594, -327.299408, 12.632495, -52.576462
392.625916, 160.633545, 86.159744, 29.193233
399.235046, 9.775464, 241.339493, -200.538071
247.820282, -231.236771, -230.519516, -124.326828
329.891022, 71.786240, -180.612885, -38.441322
506.520294, -375.314850, 208.738327, 36.533596
322.348541, 69.611542, 9.416468, -285.187866
545.920166, 223.265610, 224.547852, 40.406746
494.534851, -81.196045, -366.323730, 416.712982
606.802368, 365.520874, -100.607697, 511.372742
331.734772, -182.298828, -181.401932, -102.731133
465.861115, -77.433151, 281.225189, 33.886269
480.677002, -448.832947, 383.148590, -242.385696
662.856140, 398.969116, 271.565887, 557.847534
390.323608, -213.845291, -288.932343, 253.747253
528.083191, 316.814545, 116.304680, -264.433868
451.895569, 185.211624, -161.062561, 120.740654
379.882599, 227.962708, 10.777494, -190.111267
630.777527, 500.721771, 137.305740, 531.279114
435.229828, -72.126984, -71.329971, 32.239418
472.308807, 12.659984, 193.720963, 397.068268
434.937286, -71.373764, -405.600647, 366.646851
331.505524, -246.031540, 264.206390, -167.054306
484.618927, 12.736370, -79.638840, 129.023727
322.901031, -301.365784, -52.511070, -162.342850
302.959930, -166.663574, 8.821049, -152.203354
453.884247, -162.172104, -161.423096, 33.622101
352.961731, 279.987061, -193.485062, 26.918631
438.766663, -408.585144, 96.019066, 368.371857
354.176819, 77.256958, -329.893066, 26.897829
329.537689, -307.817230, 262.776642, -229.373291
358.235657, -128.540955, 216.653824, -180.176971
383.434753, -63.831184, 10.969043, -118.829842
433.333771, -237.694397, 261.227631, 280.608246
361.584625, -267.970245, 10.342615, -43.045937
510.017365, 209.314438, -377.599487, 234.467728
420.175964, 333.098694, 172.539825, 111.944199
431.456757, 342.058411, -153.622437, -50.002117
341.505493, -187.354294, 74.923637, 155.883011
327.789886, 71.260132, -242.248489, -100.993156
717.962646, 432.012665, 431.894287, 603.940552
658.123230, 143.184296, 522.922852, 300.490417
